ID;Commute Distance;Region;Purchased Bike;;ID,Commute Distance,Region,Purchased Bike;ID,Commute Distance,Region,Purchased Bike;;;;;
24725;1-2 Miles;North America;No;;24725,1-2 Miles,North America,No;24725,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""24725"" }},";"{""data"": { ""id"":""24725"" }},"
23200;0-1 Miles;North America;No;;23200,0-1 Miles,North America,No;23200,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""23200"" }},";"{""data"": { ""id"":""23200"" }},"
15895;10+ Miles;North America;No;;15895,10+ Miles,North America,No;15895,10+ Miles,North America,No;;;;"{""data"": { ""id"":""15895"" }},";"{""data"": { ""id"":""15895"" }},"
18577;0-1 Miles;North America;No;;18577,0-1 Miles,North America,No;18577,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""18577"" }},";"{""data"": { ""id"":""18577"" }},"
27218;0-1 Miles;North America;No;;27218,0-1 Miles,North America,No;27218,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""27218"" }},";"{""data"": { ""id"":""27218"" }},"
18560;2-5 Miles;North America;Yes;;18560,2-5 Miles,North America,Yes;18560,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""18560"" }},";"{""data"": { ""id"":""18560"" }},"
25006;5-10 Miles;North America;No;;25006,5-10 Miles,North America,No;25006,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""25006"" }},";"{""data"": { ""id"":""25006"" }},"
17369;5-10 Miles;North America;No;;17369,5-10 Miles,North America,No;17369,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""17369"" }},";"{""data"": { ""id"":""17369"" }},"
14495;5-10 Miles;North America;Yes;;14495,5-10 Miles,North America,Yes;14495,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""14495"" }},";"{""data"": { ""id"":""14495"" }},"
18847;5-10 Miles;North America;No;;18847,5-10 Miles,North America,No;18847,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""18847"" }},";"{""data"": { ""id"":""18847"" }},"
14754;1-2 Miles;North America;Yes;;14754,1-2 Miles,North America,Yes;14754,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""14754"" }},";"{""data"": { ""id"":""14754"" }},"
23378;2-5 Miles;North America;Yes;;23378,2-5 Miles,North America,Yes;23378,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""23378"" }},";"{""data"": { ""id"":""23378"" }},"
26452;10+ Miles;North America;No;;26452,10+ Miles,North America,No;26452,10+ Miles,North America,No;;;;"{""data"": { ""id"":""26452"" }},";"{""data"": { ""id"":""26452"" }},"
20370;5-10 Miles;North America;No;;20370,5-10 Miles,North America,No;20370,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""20370"" }},";"{""data"": { ""id"":""20370"" }},"
20528;2-5 Miles;North America;No;;20528,2-5 Miles,North America,No;20528,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""20528"" }},";"{""data"": { ""id"":""20528"" }},"
23549;5-10 Miles;North America;No;;23549,5-10 Miles,North America,No;23549,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""23549"" }},";"{""data"": { ""id"":""23549"" }},"
21751;1-2 Miles;North America;No;;21751,1-2 Miles,North America,No;21751,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""21751"" }},";"{""data"": { ""id"":""21751"" }},"
21266;1-2 Miles;North America;Yes;;21266,1-2 Miles,North America,Yes;21266,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""21266"" }},";"{""data"": { ""id"":""21266"" }},"
13388;10+ Miles;North America;No;;13388,10+ Miles,North America,No;13388,10+ Miles,North America,No;;;;"{""data"": { ""id"":""13388"" }},";"{""data"": { ""id"":""13388"" }},"
18752;5-10 Miles;North America;No;;18752,5-10 Miles,North America,No;18752,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""18752"" }},";"{""data"": { ""id"":""18752"" }},"
16917;0-1 Miles;North America;No;;16917,0-1 Miles,North America,No;16917,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""16917"" }},";"{""data"": { ""id"":""16917"" }},"
15313;2-5 Miles;North America;No;;15313,2-5 Miles,North America,No;15313,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""15313"" }},";"{""data"": { ""id"":""15313"" }},"
25329;0-1 Miles;North America;No;;25329,0-1 Miles,North America,No;25329,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""25329"" }},";"{""data"": { ""id"":""25329"" }},"
20380;10+ Miles;North America;No;;20380,10+ Miles,North America,No;20380,10+ Miles,North America,No;;;;"{""data"": { ""id"":""20380"" }},";"{""data"": { ""id"":""20380"" }},"
23089;5-10 Miles;North America;No;;23089,5-10 Miles,North America,No;23089,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""23089"" }},";"{""data"": { ""id"":""23089"" }},"
13749;1-2 Miles;North America;No;;13749,1-2 Miles,North America,No;13749,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""13749"" }},";"{""data"": { ""id"":""13749"" }},"
24943;10+ Miles;North America;No;;24943,10+ Miles,North America,No;24943,10+ Miles,North America,No;;;;"{""data"": { ""id"":""24943"" }},";"{""data"": { ""id"":""24943"" }},"
28667;0-1 Miles;North America;Yes;;28667,0-1 Miles,North America,Yes;28667,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""28667"" }},";"{""data"": { ""id"":""28667"" }},"
15194;0-1 Miles;North America;Yes;;15194,0-1 Miles,North America,Yes;15194,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""15194"" }},";"{""data"": { ""id"":""15194"" }},"
17436;1-2 Miles;North America;No;;17436,1-2 Miles,North America,No;17436,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""17436"" }},";"{""data"": { ""id"":""17436"" }},"
18935;1-2 Miles;North America;No;;18935,1-2 Miles,North America,No;18935,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""18935"" }},";"{""data"": { ""id"":""18935"" }},"
16871;10+ Miles;North America;Yes;;16871,10+ Miles,North America,Yes;16871,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""16871"" }},";"{""data"": { ""id"":""16871"" }},"
12100;10+ Miles;North America;No;;12100,10+ Miles,North America,No;12100,10+ Miles,North America,No;;;;"{""data"": { ""id"":""12100"" }},";"{""data"": { ""id"":""12100"" }},"
23158;0-1 Miles;North America;Yes;;23158,0-1 Miles,North America,Yes;23158,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""23158"" }},";"{""data"": { ""id"":""23158"" }},"
18545;10+ Miles;North America;Yes;;18545,10+ Miles,North America,Yes;18545,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""18545"" }},";"{""data"": { ""id"":""18545"" }},"
18391;5-10 Miles;North America;No;;18391,5-10 Miles,North America,No;18391,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""18391"" }},";"{""data"": { ""id"":""18391"" }},"
19812;5-10 Miles;North America;Yes;;19812,5-10 Miles,North America,Yes;19812,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""19812"" }},";"{""data"": { ""id"":""19812"" }},"
27660;5-10 Miles;North America;No;;27660,5-10 Miles,North America,No;27660,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""27660"" }},";"{""data"": { ""id"":""27660"" }},"
18058;2-5 Miles;North America;No;;18058,2-5 Miles,North America,No;18058,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""18058"" }},";"{""data"": { ""id"":""18058"" }},"
20343;1-2 Miles;North America;No;;20343,1-2 Miles,North America,No;20343,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""20343"" }},";"{""data"": { ""id"":""20343"" }},"
28997;2-5 Miles;North America;Yes;;28997,2-5 Miles,North America,Yes;28997,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""28997"" }},";"{""data"": { ""id"":""28997"" }},"
24398;0-1 Miles;North America;No;;24398,0-1 Miles,North America,No;24398,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""24398"" }},";"{""data"": { ""id"":""24398"" }},"
19002;2-5 Miles;North America;Yes;;19002,2-5 Miles,North America,Yes;19002,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""19002"" }},";"{""data"": { ""id"":""19002"" }},"
28609;0-1 Miles;North America;No;;28609,0-1 Miles,North America,No;28609,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""28609"" }},";"{""data"": { ""id"":""28609"" }},"
29231;0-1 Miles;North America;No;;29231,0-1 Miles,North America,No;29231,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""29231"" }},";"{""data"": { ""id"":""29231"" }},"
18858;5-10 Miles;North America;Yes;;18858,5-10 Miles,North America,Yes;18858,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""18858"" }},";"{""data"": { ""id"":""18858"" }},"
20000;0-1 Miles;North America;Yes;;20000,0-1 Miles,North America,Yes;20000,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""20000"" }},";"{""data"": { ""id"":""20000"" }},"
25261;5-10 Miles;North America;No;;25261,5-10 Miles,North America,No;25261,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""25261"" }},";"{""data"": { ""id"":""25261"" }},"
17458;5-10 Miles;North America;Yes;;17458,5-10 Miles,North America,Yes;17458,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""17458"" }},";"{""data"": { ""id"":""17458"" }},"
11644;2-5 Miles;North America;No;;11644,2-5 Miles,North America,No;11644,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""11644"" }},";"{""data"": { ""id"":""11644"" }},"
16145;10+ Miles;North America;Yes;;16145,10+ Miles,North America,Yes;16145,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""16145"" }},";"{""data"": { ""id"":""16145"" }},"
16890;5-10 Miles;North America;Yes;;16890,5-10 Miles,North America,Yes;16890,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""16890"" }},";"{""data"": { ""id"":""16890"" }},"
25983;0-1 Miles;North America;No;;25983,0-1 Miles,North America,No;25983,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""25983"" }},";"{""data"": { ""id"":""25983"" }},"
14633;2-5 Miles;North America;No;;14633,2-5 Miles,North America,No;14633,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""14633"" }},";"{""data"": { ""id"":""14633"" }},"
22994;1-2 Miles;North America;Yes;;22994,1-2 Miles,North America,Yes;22994,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""22994"" }},";"{""data"": { ""id"":""22994"" }},"
22983;5-10 Miles;North America;No;;22983,5-10 Miles,North America,No;22983,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""22983"" }},";"{""data"": { ""id"":""22983"" }},"
25184;5-10 Miles;North America;Yes;;25184,5-10 Miles,North America,Yes;25184,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""25184"" }},";"{""data"": { ""id"":""25184"" }},"
14469;1-2 Miles;North America;No;;14469,1-2 Miles,North America,No;14469,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""14469"" }},";"{""data"": { ""id"":""14469"" }},"
11538;0-1 Miles;North America;Yes;;11538,0-1 Miles,North America,Yes;11538,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""11538"" }},";"{""data"": { ""id"":""11538"" }},"
16245;1-2 Miles;North America;No;;16245,1-2 Miles,North America,No;16245,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""16245"" }},";"{""data"": { ""id"":""16245"" }},"
17858;2-5 Miles;North America;Yes;;17858,2-5 Miles,North America,Yes;17858,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""17858"" }},";"{""data"": { ""id"":""17858"" }},"
25347;0-1 Miles;North America;No;;25347,0-1 Miles,North America,No;25347,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""25347"" }},";"{""data"": { ""id"":""25347"" }},"
15814;5-10 Miles;North America;No;;15814,5-10 Miles,North America,No;15814,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""15814"" }},";"{""data"": { ""id"":""15814"" }},"
11259;2-5 Miles;North America;Yes;;11259,2-5 Miles,North America,Yes;11259,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""11259"" }},";"{""data"": { ""id"":""11259"" }},"
11200;1-2 Miles;North America;No;;11200,1-2 Miles,North America,No;11200,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""11200"" }},";"{""data"": { ""id"":""11200"" }},"
25101;2-5 Miles;North America;No;;25101,2-5 Miles,North America,No;25101,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""25101"" }},";"{""data"": { ""id"":""25101"" }},"
21801;1-2 Miles;North America;No;;21801,1-2 Miles,North America,No;21801,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""21801"" }},";"{""data"": { ""id"":""21801"" }},"
25943;0-1 Miles;North America;Yes;;25943,0-1 Miles,North America,Yes;25943,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""25943"" }},";"{""data"": { ""id"":""25943"" }},"
22127;1-2 Miles;North America;No;;22127,1-2 Miles,North America,No;22127,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""22127"" }},";"{""data"": { ""id"":""22127"" }},"
20414;5-10 Miles;North America;No;;20414,5-10 Miles,North America,No;20414,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""20414"" }},";"{""data"": { ""id"":""20414"" }},"
23672;1-2 Miles;North America;No;;23672,1-2 Miles,North America,No;23672,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""23672"" }},";"{""data"": { ""id"":""23672"" }},"
29255;1-2 Miles;North America;Yes;;29255,1-2 Miles,North America,Yes;29255,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""29255"" }},";"{""data"": { ""id"":""29255"" }},"
28815;0-1 Miles;North America;No;;28815,0-1 Miles,North America,No;28815,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""28815"" }},";"{""data"": { ""id"":""28815"" }},"
27753;1-2 Miles;North America;No;;27753,1-2 Miles,North America,No;27753,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""27753"" }},";"{""data"": { ""id"":""27753"" }},"
27643;2-5 Miles;North America;No;;27643,2-5 Miles,North America,No;27643,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""27643"" }},";"{""data"": { ""id"":""27643"" }},"
13754;1-2 Miles;North America;No;;13754,1-2 Miles,North America,No;13754,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""13754"" }},";"{""data"": { ""id"":""13754"" }},"
22088;0-1 Miles;North America;Yes;;22088,0-1 Miles,North America,Yes;22088,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""22088"" }},";"{""data"": { ""id"":""22088"" }},"
27388;1-2 Miles;North America;No;;27388,1-2 Miles,North America,No;27388,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""27388"" }},";"{""data"": { ""id"":""27388"" }},"
24745;0-1 Miles;North America;No;;24745,0-1 Miles,North America,No;24745,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""24745"" }},";"{""data"": { ""id"":""24745"" }},"
29237;5-10 Miles;North America;Yes;;29237,5-10 Miles,North America,Yes;29237,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""29237"" }},";"{""data"": { ""id"":""29237"" }},"
15272;1-2 Miles;North America;No;;15272,1-2 Miles,North America,No;15272,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""15272"" }},";"{""data"": { ""id"":""15272"" }},"
18949;5-10 Miles;North America;Yes;;18949,5-10 Miles,North America,Yes;18949,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""18949"" }},";"{""data"": { ""id"":""18949"" }},"
14507;1-2 Miles;North America;No;;14507,1-2 Miles,North America,No;14507,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""14507"" }},";"{""data"": { ""id"":""14507"" }},"
25886;2-5 Miles;North America;Yes;;25886,2-5 Miles,North America,Yes;25886,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""25886"" }},";"{""data"": { ""id"":""25886"" }},"
21441;10+ Miles;North America;No;;21441,10+ Miles,North America,No;21441,10+ Miles,North America,No;;;;"{""data"": { ""id"":""21441"" }},";"{""data"": { ""id"":""21441"" }},"
21741;5-10 Miles;North America;Yes;;21741,5-10 Miles,North America,Yes;21741,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""21741"" }},";"{""data"": { ""id"":""21741"" }},"
14572;2-5 Miles;North America;Yes;;14572,2-5 Miles,North America,Yes;14572,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""14572"" }},";"{""data"": { ""id"":""14572"" }},"
23368;10+ Miles;North America;No;;23368,10+ Miles,North America,No;23368,10+ Miles,North America,No;;;;"{""data"": { ""id"":""23368"" }},";"{""data"": { ""id"":""23368"" }},"
16217;0-1 Miles;North America;No;;16217,0-1 Miles,North America,No;16217,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""16217"" }},";"{""data"": { ""id"":""16217"" }},"
16247;1-2 Miles;North America;No;;16247,1-2 Miles,North America,No;16247,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""16247"" }},";"{""data"": { ""id"":""16247"" }},"
22010;5-10 Miles;North America;No;;22010,5-10 Miles,North America,No;22010,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""22010"" }},";"{""data"": { ""id"":""22010"" }},"
25872;2-5 Miles;North America;Yes;;25872,2-5 Miles,North America,Yes;25872,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""25872"" }},";"{""data"": { ""id"":""25872"" }},"
19164;2-5 Miles;North America;Yes;;19164,2-5 Miles,North America,Yes;19164,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""19164"" }},";"{""data"": { ""id"":""19164"" }},"
18435;10+ Miles;North America;Yes;;18435,10+ Miles,North America,Yes;18435,10+ Miles,North America,Yes;;;;"{""data"": { ""id"":""18435"" }},";"{""data"": { ""id"":""18435"" }},"
14284;1-2 Miles;North America;Yes;;14284,1-2 Miles,North America,Yes;14284,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""14284"" }},";"{""data"": { ""id"":""14284"" }},"
11287;5-10 Miles;North America;No;;11287,5-10 Miles,North America,No;11287,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""11287"" }},";"{""data"": { ""id"":""11287"" }},"
13066;1-2 Miles;North America;Yes;;13066,1-2 Miles,North America,Yes;13066,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""13066"" }},";"{""data"": { ""id"":""13066"" }},"
29106;1-2 Miles;North America;Yes;;29106,1-2 Miles,North America,Yes;29106,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""29106"" }},";"{""data"": { ""id"":""29106"" }},"
26236;0-1 Miles;North America;No;;26236,0-1 Miles,North America,No;26236,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""26236"" }},";"{""data"": { ""id"":""26236"" }},"
17531;5-10 Miles;North America;No;;17531,5-10 Miles,North America,No;17531,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""17531"" }},";"{""data"": { ""id"":""17531"" }},"
12964;0-1 Miles;North America;No;;12964,0-1 Miles,North America,No;12964,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""12964"" }},";"{""data"": { ""id"":""12964"" }},"
19133;2-5 Miles;North America;Yes;;19133,2-5 Miles,North America,Yes;19133,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""19133"" }},";"{""data"": { ""id"":""19133"" }},"
24643;10+ Miles;North America;No;;24643,10+ Miles,North America,No;24643,10+ Miles,North America,No;;;;"{""data"": { ""id"":""24643"" }},";"{""data"": { ""id"":""24643"" }},"
21599;2-5 Miles;North America;Yes;;21599,2-5 Miles,North America,Yes;21599,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""21599"" }},";"{""data"": { ""id"":""21599"" }},"
22976;0-1 Miles;North America;Yes;;22976,0-1 Miles,North America,Yes;22976,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""22976"" }},";"{""data"": { ""id"":""22976"" }},"
27637;1-2 Miles;North America;No;;27637,1-2 Miles,North America,No;27637,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""27637"" }},";"{""data"": { ""id"":""27637"" }},"
11890;0-1 Miles;North America;No;;11890,0-1 Miles,North America,No;11890,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""11890"" }},";"{""data"": { ""id"":""11890"" }},"
28580;1-2 Miles;North America;Yes;;28580,1-2 Miles,North America,Yes;28580,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""28580"" }},";"{""data"": { ""id"":""28580"" }},"
14443;0-1 Miles;North America;No;;14443,0-1 Miles,North America,No;14443,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""14443"" }},";"{""data"": { ""id"":""14443"" }},"
17864;2-5 Miles;North America;Yes;;17864,2-5 Miles,North America,Yes;17864,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""17864"" }},";"{""data"": { ""id"":""17864"" }},"
20505;10+ Miles;North America;No;;20505,10+ Miles,North America,No;20505,10+ Miles,North America,No;;;;"{""data"": { ""id"":""20505"" }},";"{""data"": { ""id"":""20505"" }},"
14592;0-1 Miles;North America;No;;14592,0-1 Miles,North America,No;14592,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""14592"" }},";"{""data"": { ""id"":""14592"" }},"
22227;5-10 Miles;North America;No;;22227,5-10 Miles,North America,No;22227,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""22227"" }},";"{""data"": { ""id"":""22227"" }},"
21471;10+ Miles;North America;No;;21471,10+ Miles,North America,No;21471,10+ Miles,North America,No;;;;"{""data"": { ""id"":""21471"" }},";"{""data"": { ""id"":""21471"" }},"
22252;2-5 Miles;North America;Yes;;22252,2-5 Miles,North America,Yes;22252,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""22252"" }},";"{""data"": { ""id"":""22252"" }},"
21260;5-10 Miles;North America;No;;21260,5-10 Miles,North America,No;21260,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""21260"" }},";"{""data"": { ""id"":""21260"" }},"
11817;2-5 Miles;North America;Yes;;11817,2-5 Miles,North America,Yes;11817,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""11817"" }},";"{""data"": { ""id"":""11817"" }},"
19223;1-2 Miles;North America;No;;19223,1-2 Miles,North America,No;19223,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""19223"" }},";"{""data"": { ""id"":""19223"" }},"
18517;0-1 Miles;North America;No;;18517,0-1 Miles,North America,No;18517,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""18517"" }},";"{""data"": { ""id"":""18517"" }},"
21717;0-1 Miles;North America;No;;21717,0-1 Miles,North America,No;21717,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""21717"" }},";"{""data"": { ""id"":""21717"" }},"
13760;0-1 Miles;North America;No;;13760,0-1 Miles,North America,No;13760,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""13760"" }},";"{""data"": { ""id"":""13760"" }},"
18145;2-5 Miles;Europe;No;;18145,2-5 Miles,Europe,No;18145,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""18145"" }},";"{""data"": { ""id"":""18145"" }},"
21770;10+ Miles;North America;No;;21770,10+ Miles,North America,No;21770,10+ Miles,North America,No;;;;"{""data"": { ""id"":""21770"" }},";"{""data"": { ""id"":""21770"" }},"
11165;1-2 Miles;North America;No;;11165,1-2 Miles,North America,No;11165,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""11165"" }},";"{""data"": { ""id"":""11165"" }},"
16377;0-1 Miles;North America;No;;16377,0-1 Miles,North America,No;16377,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""16377"" }},";"{""data"": { ""id"":""16377"" }},"
26248;0-1 Miles;North America;No;;26248,0-1 Miles,North America,No;26248,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""26248"" }},";"{""data"": { ""id"":""26248"" }},"
23461;2-5 Miles;North America;No;;23461,2-5 Miles,North America,No;23461,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""23461"" }},";"{""data"": { ""id"":""23461"" }},"
29133;0-1 Miles;North America;No;;29133,0-1 Miles,North America,No;29133,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""29133"" }},";"{""data"": { ""id"":""29133"" }},"
27673;5-10 Miles;North America;Yes;;27673,5-10 Miles,North America,Yes;27673,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""27673"" }},";"{""data"": { ""id"":""27673"" }},"
12774;1-2 Miles;North America;Yes;;12774,1-2 Miles,North America,Yes;12774,1-2 Miles,North America,Yes;;;;"{""data"": { ""id"":""12774"" }},";"{""data"": { ""id"":""12774"" }},"
18910;5-10 Miles;North America;No;;18910,5-10 Miles,North America,No;18910,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""18910"" }},";"{""data"": { ""id"":""18910"" }},"
11699;0-1 Miles;North America;No;;11699,0-1 Miles,North America,No;11699,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""11699"" }},";"{""data"": { ""id"":""11699"" }},"
16725;5-10 Miles;North America;No;;16725,5-10 Miles,North America,No;16725,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""16725"" }},";"{""data"": { ""id"":""16725"" }},"
28269;2-5 Miles;North America;No;;28269,2-5 Miles,North America,No;28269,2-5 Miles,North America,No;;;;"{""data"": { ""id"":""28269"" }},";"{""data"": { ""id"":""28269"" }},"
23144;0-1 Miles;North America;Yes;;23144,0-1 Miles,North America,Yes;23144,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""23144"" }},";"{""data"": { ""id"":""23144"" }},"
23376;2-5 Miles;North America;Yes;;23376,2-5 Miles,North America,Yes;23376,2-5 Miles,North America,Yes;;;;"{""data"": { ""id"":""23376"" }},";"{""data"": { ""id"":""23376"" }},"
25970;0-1 Miles;North America;Yes;;25970,0-1 Miles,North America,Yes;25970,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""25970"" }},";"{""data"": { ""id"":""25970"" }},"
28068;0-1 Miles;North America;Yes;;28068,0-1 Miles,North America,Yes;28068,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""28068"" }},";"{""data"": { ""id"":""28068"" }},"
18390;0-1 Miles;North America;No;;18390,0-1 Miles,North America,No;18390,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""18390"" }},";"{""data"": { ""id"":""18390"" }},"
29112;1-2 Miles;North America;No;;29112,1-2 Miles,North America,No;29112,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""29112"" }},";"{""data"": { ""id"":""29112"" }},"
14090;0-1 Miles;North America;No;;14090,0-1 Miles,North America,No;14090,0-1 Miles,North America,No;;;;"{""data"": { ""id"":""14090"" }},";"{""data"": { ""id"":""14090"" }},"
27040;1-2 Miles;North America;No;;27040,1-2 Miles,North America,No;27040,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""27040"" }},";"{""data"": { ""id"":""27040"" }},"
23479;0-1 Miles;North America;Yes;;23479,0-1 Miles,North America,Yes;23479,0-1 Miles,North America,Yes;;;;"{""data"": { ""id"":""23479"" }},";"{""data"": { ""id"":""23479"" }},"
16795;1-2 Miles;North America;No;;16795,1-2 Miles,North America,No;16795,1-2 Miles,North America,No;;;;"{""data"": { ""id"":""16795"" }},";"{""data"": { ""id"":""16795"" }},"
22014;5-10 Miles;North America;No;;22014,5-10 Miles,North America,No;22014,5-10 Miles,North America,No;;;;"{""data"": { ""id"":""22014"" }},";"{""data"": { ""id"":""22014"" }},"
13314;5-10 Miles;North America;Yes;;13314,5-10 Miles,North America,Yes;13314,5-10 Miles,North America,Yes;;;;"{""data"": { ""id"":""13314"" }},";"{""data"": { ""id"":""13314"" }},"
